ID,fixed acidity,,volatile acidity,,citric acid,,residual sugar,,chlorides,,free sulfur dioxide,,total sulfur dioxide,,density,,pH,,sulphates,,alcohol,type,location,quality,Predicted Type,,Avg. Alcohol,Avg. Sulphates,Avg. Fixed Acids,Avg. Vol Acids,Avg. Citric Acid,Avg. Res. Sugar,Avg. Chlorides,Avg. Free Sulph,Avg. Tot Sulph,Avg. Density,Avg. pH,,,,,,,,,,
534,8.1,red,0.66,red,0.22,red,2.2,red,0.069,red,9,red,23,red,0.9968,red,3.3,red,1.2,red,10.3,red,Texas,5,red,,,,,,,,,,,,,red,red,red,red,red,red,red,red,red,red
541,6.9,white,0.49,red,0.1,red,2.3,red,0.074,red,12,red,30,red,0.9959,red,3.42,red,0.58,red,10.2,red,Texas,6,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,red
548,6.8,white,0.48,red,0.08,red,1.8,red,0.074,red,40,white,64,red,0.99529,white,3.12,white,0.49,white,9.6,red,Texas,5,red,,,,,,,,,,,,,white,red,red,red,red,white,red,white,white,white
551,8.5,red,0.46,red,0.31,white,2.25,red,0.078,red,32,white,58,red,0.998,red,3.33,red,0.54,white,9.8,red,Texas,5,red,,,,,,,,,,,,,red,red,white,red,red,white,red,red,red,white
552,6,white,0.5,red,0,red,1.4,red,0.057,white,15,red,26,red,0.99448,white,3.36,red,0.45,white,9.5,red,Texas,5,red,,,,,,,,,,,,,white,red,red,red,white,red,red,white,red,white
553,10.3,red,0.53,red,0.48,white,2.5,red,0.063,white,6,red,25,red,0.9998,red,3.12,white,0.59,red,9.3,red,Texas,6,red,,,,,,,,,,,,,red,red,white,red,white,red,red,red,white,red
559,9.3,red,0.36,white,0.39,white,1.5,red,0.08,red,41,white,55,red,0.99652,red,3.47,red,0.73,red,10.9,red,California,6,red,,,,,,,,,,,,,red,white,white,red,red,white,red,red,red,red
560,8.1,red,0.78,red,0.23,red,2.6,red,0.059,white,5,red,15,red,0.997,red,3.37,red,0.56,white,11.3,red,Texas,5,red,,,,,,,,,,,,,red,red,red,red,white,red,red,red,red,white
561,6.8,white,0.56,red,0.03,red,1.7,red,0.084,red,18,red,35,red,0.9968,red,3.44,red,0.63,red,10,red,California,6,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,red
565,9.2,red,0.58,red,0.2,red,3,red,0.081,red,15,red,115,white,0.998,red,3.23,white,0.59,red,9.5,red,Texas,5,red,,,,,,,,,,,,,red,red,red,red,red,red,white,red,white,red
567,7.7,red,0.64,red,0.21,red,2.2,red,0.077,red,32,white,133,white,0.9956,red,3.27,red,0.45,white,9.9,red,California,5,red,,,,,,,,,,,,,red,red,red,red,red,white,white,red,red,white
569,7.7,red,0.69,red,0.22,red,1.9,red,0.084,red,18,red,94,white,0.9961,red,3.31,red,0.48,white,9.5,red,Texas,5,red,,,,,,,,,,,,,red,red,red,red,red,red,white,red,red,white
570,10.4,red,0.26,white,0.48,white,1.9,red,0.066,white,6,red,10,red,0.99724,red,3.33,red,0.87,red,10.9,red,California,6,red,,,,,,,,,,,,,red,white,white,red,white,red,red,red,red,red
571,7.9,red,0.72,red,0.17,red,2.6,red,0.096,red,20,red,38,red,0.9978,red,3.4,red,0.53,white,9.5,red,Texas,5,red,,,,,,,,,,,,,red,red,red,red,red,red,red,red,red,white
574,10.4,red,0.24,white,0.46,white,1.8,red,0.075,red,6,red,21,red,0.9976,red,3.25,red,1.02,red,10.8,red,California,7,red,,,,,,,,,,,,,red,white,white,red,red,red,red,red,red,red
575,7.4,white,0.61,red,0.01,red,2,red,0.074,red,13,red,38,red,0.99748,red,3.48,red,0.65,red,9.8,red,California,5,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,red
582,7.1,white,0.22,white,0.49,white,1.8,red,0.039,white,8,red,18,red,0.99344,white,3.39,red,0.56,white,12.4,red,California,6,white,,,,,,,,,,,,,white,white,white,red,white,red,red,white,red,white
587,8.2,red,0.24,white,0.34,white,5.1,white,0.062,white,8,red,22,red,0.9974,red,3.22,white,0.94,red,10.9,red,California,6,red,,,,,,,,,,,,,red,white,white,white,white,red,red,red,white,red
590,6.6,white,0.735,red,0.02,red,7.9,white,0.122,red,68,white,124,white,0.9994,red,3.47,red,0.53,white,9.9,red,Texas,5,red,,,,,,,,,,,,,white,red,red,white,red,white,white,red,red,white
597,7.8,red,0.56,red,0.19,red,2.1,red,0.081,red,15,red,105,white,0.9962,red,3.33,red,0.54,white,9.5,red,Texas,5,red,,,,,,,,,,,,,red,red,red,red,red,red,white,red,red,white
598,8.7,red,0.54,red,0.26,red,2.5,red,0.097,red,7,red,31,red,0.9976,red,3.27,red,0.6,red,9.3,red,California,6,red,,,,,,,,,,,,,red,red,red,red,red,red,red,red,red,red
599,8.1,red,0.78,red,0.23,red,2.6,red,0.059,white,5,red,15,red,0.997,red,3.37,red,0.56,white,11.3,red,Texas,5,red,,,,,,,,,,,,,red,red,red,red,white,red,red,red,red,white
607,12.2,red,0.45,red,0.49,white,1.4,red,0.075,red,3,red,6,red,0.9969,red,3.13,white,0.63,red,10.4,red,Texas,5,red,,,,,,,,,,,,,red,red,white,red,red,red,red,red,white,red
611,10.2,red,0.67,red,0.39,white,1.9,red,0.054,white,6,red,17,red,0.9976,red,3.17,white,0.47,white,10,red,Texas,5,red,,,,,,,,,,,,,red,red,white,red,white,red,red,red,white,white
613,7.6,red,0.685,red,0.23,red,2.3,red,0.111,red,20,red,84,red,0.9964,red,3.21,white,0.61,red,9.3,red,Texas,5,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,white,red
616,7.3,white,0.91,red,0.1,red,1.8,red,0.074,red,20,red,56,red,0.99672,red,3.35,red,0.56,white,9.2,red,Texas,5,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,white
622,7.2,white,0.36,white,0.46,white,2.1,red,0.074,red,24,red,44,red,0.99534,white,3.4,red,0.85,red,11,red,Texas,7,red,,,,,,,,,,,,,white,white,white,red,red,red,red,white,red,red
634,8.6,red,0.63,red,0.17,red,2.9,red,0.099,red,21,red,119,white,0.998,red,3.09,white,0.52,white,9.3,red,Texas,5,red,,,,,,,,,,,,,red,red,red,red,red,red,white,red,white,white
642,10.1,red,0.31,white,0.35,white,1.6,red,0.075,red,9,red,28,red,0.99672,red,3.24,white,0.83,red,11.2,red,California,7,red,,,,,,,,,,,,,red,white,white,red,red,red,red,red,white,red
646,6.8,white,0.6,red,0.18,red,1.9,red,0.079,red,18,red,86,red,0.9968,red,3.59,red,0.57,white,9.3,red,Texas,6,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,white
650,10.2,red,0.645,red,0.36,white,1.8,red,0.053,white,5,red,14,red,0.9982,red,3.17,white,0.42,white,10,red,California,6,red,,,,,,,,,,,,,red,red,white,red,white,red,red,red,white,white
655,13,red,0.47,red,0.49,white,4.3,red,0.085,red,6,red,47,red,1.0021,red,3.3,red,0.68,red,12.7,red,California,6,red,,,,,,,,,,,,,red,red,white,red,red,red,red,red,red,red
658,9.9,red,0.35,white,0.41,white,2.3,red,0.083,red,11,red,61,red,0.9982,red,3.21,white,0.5,white,9.5,red,Texas,5,red,,,,,,,,,,,,,red,white,white,red,red,red,red,red,white,white
670,9.1,red,0.76,red,0.68,white,1.7,red,0.414,red,18,red,64,red,0.99652,red,2.9,white,1.33,red,9.1,red,Texas,6,red,,,,,,,,,,,,,red,red,white,red,red,red,red,red,white,red
673,5.7,white,1.13,red,0.09,red,1.5,red,0.172,red,7,red,19,red,0.994,white,3.5,red,0.48,white,9.8,red,Texas,4,red,,,,,,,,,,,,,white,red,red,red,red,red,red,white,red,white
674,6.2,white,0.46,red,0.17,red,1.6,red,0.073,red,7,red,11,red,0.99425,white,3.61,red,0.54,white,11.4,red,California,5,red,,,,,,,,,,,,,white,red,red,red,red,red,red,white,red,white
675,9.4,red,0.43,red,0.24,red,2.8,red,0.092,red,14,red,45,red,0.998,red,3.19,white,0.73,red,10,red,California,6,red,,,,,,,,,,,,,red,red,red,red,red,red,red,red,white,red
683,6.9,white,0.84,red,0.21,red,4.1,red,0.074,red,16,red,65,red,0.99842,red,3.53,red,0.72,red,9.233333333,red,California,6,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,red
684,6.6,white,0.7,red,0.08,red,2.6,red,0.106,red,14,red,27,red,0.99665,red,3.44,red,0.58,red,10.2,red,Texas,5,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,red
688,10,red,0.59,red,0.31,white,2.2,red,0.09,red,26,white,62,red,0.9994,red,3.18,white,0.63,red,10.2,red,California,6,red,,,,,,,,,,,,,red,red,white,red,red,white,red,red,white,red
693,9.4,red,0.3,white,0.56,white,2.8,red,0.08,red,6,red,17,red,0.9964,red,3.15,white,0.92,red,11.7,red,California,8,red,,,,,,,,,,,,,red,white,white,red,red,red,red,red,white,red
697,11.9,red,0.38,white,0.51,white,2,red,0.121,red,7,red,20,red,0.9996,red,3.24,white,0.76,red,10.4,red,California,6,red,,,,,,,,,,,,,red,white,white,red,red,red,red,red,white,red
706,7.6,red,0.79,red,0.21,red,2.3,red,0.087,red,21,red,68,red,0.9955,red,3.12,white,0.44,white,9.2,red,Texas,5,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,white,white
713,10.1,red,0.38,white,0.5,white,2.4,red,0.104,red,6,red,13,red,0.99643,red,3.22,white,0.65,red,11.6,red,California,7,red,,,,,,,,,,,,,red,white,white,red,red,red,red,red,white,red
720,7,white,0.975,red,0.04,red,2,red,0.087,red,12,red,67,red,0.99565,red,3.35,red,0.6,red,9.4,red,Texas,4,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,red
726,12.4,red,0.35,white,0.49,white,2.6,red,0.079,red,27,white,69,red,0.9994,red,3.12,white,0.75,red,10.4,red,California,6,red,,,,,,,,,,,,,red,white,white,red,red,white,red,red,white,red
731,7.5,white,0.61,red,0.26,red,1.9,red,0.073,red,24,red,88,red,0.99612,red,3.3,red,0.53,white,9.8,red,Texas,5,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,white
732,7.9,red,0.545,red,0.06,red,4,red,0.087,red,27,white,61,red,0.9965,red,3.36,red,0.67,red,10.7,red,Texas,6,red,,,,,,,,,,,,,red,red,red,red,red,white,red,red,red,red
737,7.2,white,0.58,red,0.54,white,2.1,red,0.114,red,3,red,9,red,0.99719,red,3.33,red,0.57,white,10.3,red,Texas,4,red,,,,,,,,,,,,,white,red,white,red,red,red,red,red,red,white
740,7.5,white,0.43,red,0.3,red,2.2,red,0.062,white,6,red,12,red,0.99495,white,3.44,red,0.72,red,11.5,red,California,7,red,,,,,,,,,,,,,white,red,red,red,white,red,red,white,red,red
742,5.6,white,0.66,red,0,red,2.2,red,0.087,red,3,red,11,red,0.99378,white,3.71,red,0.63,red,12.8,red,California,7,red,,,,,,,,,,,,,white,red,red,red,red,red,red,white,red,red
762,10.6,red,0.48,red,0.64,white,2.2,red,0.111,red,6,red,20,red,0.997,red,3.26,red,0.66,red,11.7,red,California,6,red,,,,,,,,,,,,,red,red,white,red,red,red,red,red,red,red
763,6.6,white,0.56,red,0.14,red,2.4,red,0.064,white,13,red,29,red,0.99397,white,3.42,red,0.62,red,11.7,red,California,7,red,,,,,,,,,,,,,white,red,red,red,white,red,red,white,red,red
770,7.2,white,0.36,white,0.46,white,2.1,red,0.074,red,24,red,44,red,0.99534,white,3.4,red,0.85,red,11,red,Texas,7,red,,,,,,,,,,,,,white,white,white,red,red,red,red,white,red,red
771,5.8,white,0.29,white,0.26,red,1.7,red,0.063,white,3,red,11,red,0.9915,white,3.39,red,0.54,white,13.5,red,California,6,red,,,,,,,,,,,,,white,white,red,red,white,red,red,white,red,white
773,7.6,red,0.39,white,0.31,white,2.3,red,0.082,red,23,red,71,red,0.9982,red,3.52,red,0.65,red,9.7,red,Texas,5,red,,,,,,,,,,,,,white,white,white,red,red,red,red,red,red,red
778,7.9,red,0.3,white,0.68,white,8.3,white,0.05,white,37.5,white,278,white,0.99316,white,3.01,white,0.51,white,12.3,red,California,7,white,,,,,,,,,,,,,red,white,white,white,white,white,white,white,white,white
782,7.8,red,0.56,red,0.19,red,1.8,red,0.104,red,12,red,47,red,0.9964,red,3.19,white,0.93,red,9.5,red,Texas,5,red,,,,,,,,,,,,,red,red,red,red,red,red,red,red,white,red
783,6.6,white,0.64,red,0.31,white,6.1,white,0.083,red,7,red,49,red,0.99718,red,3.35,red,0.68,red,10.3,red,Texas,5,red,,,,,,,,,,,,,white,red,white,white,red,red,red,red,red,red
785,5.6,white,0.5,red,0.09,red,2.3,red,0.049,white,17,red,99,white,0.9937,white,3.63,red,0.63,red,13,red,Texas,5,red,,,,,,,,,,,,,white,red,red,red,white,red,white,white,red,red
793,7,white,0.56,red,0.13,red,1.6,red,0.077,red,25,red,42,red,0.99629,red,3.34,red,0.59,red,9.2,red,Texas,5,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,red
799,8.7,red,0.78,red,0.51,white,1.7,red,0.415,red,12,red,66,red,0.99623,red,3,white,1.17,red,9.2,red,Texas,5,red,,,,,,,,,,,,,red,red,white,red,red,red,red,red,white,red
805,6.8,white,0.68,red,0.21,red,2.1,red,0.07,red,9,red,23,red,0.99546,red,3.38,red,0.6,red,10.3,red,Texas,5,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,red
808,9.4,red,0.5,red,0.34,white,3.6,red,0.082,red,5,red,14,red,0.9987,red,3.29,red,0.52,white,10.7,red,California,6,red,,,,,,,,,,,,,red,red,white,red,red,red,red,red,red,white
815,8.4,red,0.62,red,0.09,red,2.2,red,0.084,red,11,red,108,white,0.9964,red,3.15,white,0.66,red,9.8,red,Texas,5,red,,,,,,,,,,,,,red,red,red,red,red,red,white,red,white,red
816,9.2,red,0.67,red,0.1,red,3,red,0.091,red,12,red,48,red,0.99888,red,3.31,red,0.54,white,9.5,red,California,6,red,,,,,,,,,,,,,red,red,red,red,red,red,red,red,red,white
817,6.8,white,0.66,red,0.07,red,1.6,red,0.07,red,16,red,61,red,0.99572,red,3.29,red,0.6,red,9.3,red,Texas,5,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,red
820,5,white,1.02,red,0.04,red,1.4,red,0.045,white,41,white,85,red,0.9938,white,3.75,red,0.48,white,10.5,red,Texas,4,red,,,,,,,,,,,,,white,red,red,red,white,white,red,white,red,white
822,6.8,white,0.83,red,0.09,red,1.8,red,0.074,red,4,red,25,red,0.99534,white,3.38,red,0.45,white,9.6,red,Texas,5,red,,,,,,,,,,,,,white,red,red,red,red,red,red,white,red,white
828,7.1,white,0.16,white,0.44,white,2.5,red,0.068,red,17,red,31,red,0.99328,white,3.35,red,0.54,white,12.4,red,California,6,red,,,,,,,,,,,,,white,white,white,red,red,red,red,white,red,white
829,6.6,white,0.52,red,0.04,red,2.2,red,0.069,red,8,red,15,red,0.9956,red,3.4,red,0.63,red,9.4,red,Texas,6,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,red
830,8.8,red,0.37,white,0.48,white,2.1,red,0.097,red,39,white,145,white,0.9975,red,3.04,white,1.03,red,9.3,red,Texas,5,red,,,,,,,,,,,,,red,white,white,red,red,white,white,red,white,red
831,8.8,red,0.3,white,0.38,white,2.3,red,0.06,white,19,red,72,red,0.99543,red,3.39,red,0.72,red,11.8,red,California,6,red,,,,,,,,,,,,,red,white,white,red,white,red,red,red,red,red
832,7,white,0.69,red,0,red,1.9,red,0.114,red,3,red,10,red,0.99636,red,3.35,red,0.6,red,9.7,red,California,6,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,red
842,8.2,red,0.74,red,0.09,red,2,red,0.067,red,5,red,10,red,0.99418,white,3.28,red,0.57,white,11.8,red,California,6,red,,,,,,,,,,,,,red,red,red,red,red,red,red,white,red,white
844,5.6,white,0.31,white,0.78,white,13.9,white,0.074,red,23,red,92,red,0.99677,red,3.39,red,0.48,white,10.5,red,California,6,red,,,,,,,,,,,,,white,white,white,white,red,red,red,red,red,white
846,11.6,red,0.32,white,0.55,white,2.8,red,0.081,red,35,white,67,red,1.0002,red,3.32,red,0.92,red,10.8,red,California,7,red,,,,,,,,,,,,,red,white,white,red,red,white,red,red,red,red
850,9,red,0.785,red,0.24,red,1.7,red,0.078,red,10,red,21,red,0.99692,red,3.29,red,0.67,red,10,red,Texas,5,red,,,,,,,,,,,,,red,red,red,red,red,red,red,red,red,red
852,10.2,red,0.49,red,0.63,white,2.9,red,0.072,red,10,red,26,red,0.9968,red,3.16,white,0.78,red,12.5,red,California,7,red,,,,,,,,,,,,,red,red,white,red,red,red,red,red,white,red
870,9.7,red,0.31,white,0.47,white,1.6,red,0.062,white,13,red,33,red,0.9983,red,3.27,red,0.66,red,10,red,California,6,red,,,,,,,,,,,,,red,white,white,red,white,red,red,red,red,red
872,8.3,red,0.6,red,0.25,red,2.2,red,0.118,red,9,red,38,red,0.99616,red,3.15,white,0.53,white,9.8,red,Texas,5,red,,,,,,,,,,,,,red,red,red,red,red,red,red,red,white,white
875,7,white,0.59,red,0,red,1.7,red,0.052,white,3,red,8,red,0.996,red,3.41,red,0.47,white,10.3,red,California,5,red,,,,,,,,,,,,,white,red,red,red,white,red,red,red,red,white
888,10.8,red,0.32,white,0.44,white,1.6,red,0.063,white,16,red,37,red,0.9985,red,3.22,white,0.78,red,10,red,Texas,6,red,,,,,,,,,,,,,red,white,white,red,white,red,red,red,white,red
889,6.6,white,0.5,red,0.04,red,2.1,red,0.068,red,6,red,14,red,0.9955,red,3.39,red,0.64,red,9.4,red,Texas,6,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,red
891,7,white,0.54,red,0,red,2.1,red,0.079,red,39,white,55,red,0.9956,red,3.39,red,0.84,red,11.4,red,California,6,red,,,,,,,,,,,,,white,red,red,red,red,white,red,red,red,red
892,13.2,red,0.38,white,0.55,white,2.7,red,0.081,red,5,red,16,red,1.0006,red,2.98,white,0.54,white,9.4,red,Texas,5,red,,,,,,,,,,,,,red,white,white,red,red,red,red,red,white,white
900,9.5,red,0.59,red,0.44,white,2.3,red,0.071,red,21,red,68,red,0.9992,red,3.46,red,0.63,red,9.5,red,Texas,5,red,,,,,,,,,,,,,red,red,white,red,red,red,red,red,red,red
902,6.8,white,0.63,red,0.12,red,3.8,red,0.099,red,16,red,126,white,0.9969,red,3.28,red,0.61,red,9.5,red,Texas,5,red,,,,,,,,,,,,,white,red,red,red,red,red,white,red,red,red
903,7.7,red,0.41,red,0.76,white,1.8,red,0.611,red,8,red,45,red,0.9968,red,3.06,white,1.26,red,9.4,red,Texas,5,red,,,,,,,,,,,,,red,red,white,red,red,red,red,red,white,red
905,7.7,red,0.57,red,0.21,red,1.5,red,0.069,red,4,red,9,red,0.99458,white,3.16,white,0.54,white,9.8,red,California,6,red,,,,,,,,,,,,,red,red,red,red,red,red,red,white,white,white
920,7.1,white,0.6,red,0.01,red,2.3,red,0.079,red,24,red,37,red,0.99514,white,3.4,red,0.61,red,10.9,red,California,6,red,,,,,,,,,,,,,white,red,red,red,red,red,red,white,red,red
922,6.9,white,0.41,red,0.33,white,2.2,red,0.081,red,22,red,36,red,0.9949,white,3.41,red,0.75,red,11.1,red,California,6,red,,,,,,,,,,,,,white,red,white,red,red,red,red,white,red,red
926,7.2,white,0.37,white,0.32,white,2,red,0.062,white,15,red,28,red,0.9947,white,3.23,white,0.73,red,11.3,red,California,7,white,,,,,,,,,,,,,white,white,white,red,white,red,red,white,white,red
935,8.9,red,0.5,red,0.21,red,2.2,red,0.088,red,21,red,39,red,0.99692,red,3.33,red,0.83,red,11.1,red,California,6,red,,,,,,,,,,,,,red,red,red,red,red,red,red,red,red,red
936,7.4,white,0.62,red,0.05,red,1.9,red,0.068,red,24,red,42,red,0.9961,red,3.42,red,0.57,white,11.5,red,Texas,6,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,white
937,7.5,white,1.115,red,0.1,red,3.1,red,0.086,red,5,red,12,red,0.9958,red,3.54,red,0.6,red,11.2,red,Texas,4,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,red
938,6.2,white,0.36,white,0.24,red,2.2,red,0.095,red,19,red,42,red,0.9946,white,3.57,red,0.57,white,11.7,red,California,6,red,,,,,,,,,,,,,white,white,red,red,red,red,red,white,red,white
941,10.9,red,0.53,red,0.49,white,4.6,white,0.118,red,10,red,17,red,1.0002,red,3.07,white,0.56,white,11.7,red,California,6,red,,,,,,,,,,,,,red,red,white,white,red,red,red,red,white,white
943,9.9,red,0.57,red,0.25,red,2,red,0.104,red,12,red,89,red,0.9963,red,3.04,white,0.9,red,10.1,red,Texas,5,red,,,,,,,,,,,,,red,red,red,red,red,red,red,red,white,red
945,10.3,red,0.34,white,0.52,white,2.8,red,0.159,red,15,red,75,red,0.9998,red,3.18,white,0.64,red,9.4,red,Texas,5,red,,,,,,,,,,,,,red,white,white,red,red,red,red,red,white,red
956,7.8,red,0.53,red,0.33,white,2.4,red,0.08,red,24,red,144,white,0.99655,red,3.3,red,0.6,red,9.5,red,Texas,5,red,,,,,,,,,,,,,red,red,white,red,red,red,white,red,red,red
963,8.6,red,0.83,red,0,red,2.8,red,0.095,red,17,red,43,red,0.99822,red,3.33,red,0.6,red,10.4,red,California,6,red,,,,,,,,,,,,,red,red,red,red,red,red,red,red,red,red
971,7.5,white,0.38,white,0.57,white,2.3,red,0.106,red,5,red,12,red,0.99605,red,3.36,red,0.55,white,11.4,red,California,6,red,,,,,,,,,,,,,white,white,white,red,red,red,red,red,red,white
973,7.1,white,0.685,red,0.35,white,2,red,0.088,red,9,red,92,red,0.9963,red,3.28,red,0.62,red,9.4,red,Texas,5,red,,,,,,,,,,,,,white,red,white,red,red,red,red,red,red,red
976,11.9,red,0.695,red,0.53,white,3.4,red,0.128,red,7,red,21,red,0.9992,red,3.17,white,0.84,red,12.2,red,California,7,red,,,,,,,,,,,,,red,red,white,red,red,red,red,red,white,red
983,9.3,red,0.39,white,0.44,white,2.1,red,0.107,red,34,white,125,white,0.9978,red,3.14,white,1.22,red,9.5,red,Texas,5,red,,,,,,,,,,,,,red,white,white,red,red,white,white,red,white,red
984,10.4,red,0.34,white,0.58,white,3.7,red,0.174,red,6,red,16,red,0.997,red,3.19,white,0.7,red,11.3,red,California,6,red,,,,,,,,,,,,,red,white,white,red,red,red,red,red,white,red
993,7,white,0.62,red,0.18,red,1.5,red,0.062,white,7,red,50,red,0.9951,white,3.08,white,0.6,red,9.3,red,Texas,5,red,,,,,,,,,,,,,white,red,red,red,white,red,red,white,white,red
998,10.2,red,0.23,white,0.37,white,2.2,red,0.057,white,14,red,36,red,0.99614,red,3.23,white,0.49,white,9.3,red,Texas,4,red,,,,,,,,,,,,,red,white,white,red,white,red,red,red,white,white
1003,8,red,0.83,red,0.27,red,2,red,0.08,red,11,red,63,red,0.99652,red,3.29,red,0.48,white,9.8,red,Texas,4,red,,,,,,,,,,,,,red,red,red,red,red,red,red,red,red,white
1006,7.6,red,0.43,red,0.4,white,2.7,red,0.082,red,6,red,11,red,0.99538,red,3.44,red,0.54,white,12.2,red,California,6,red,,,,,,,,,,,,,white,red,white,red,red,red,red,red,red,white
1013,8,red,0.28,white,0.44,white,1.8,red,0.081,red,28,white,68,red,0.99501,white,3.36,red,0.66,red,11.2,red,Texas,5,red,,,,,,,,,,,,,red,white,white,red,red,white,red,white,red,red
1015,7.5,white,0.63,red,0.12,red,5.1,white,0.111,red,50,white,110,white,0.9983,red,3.26,red,0.77,red,9.4,red,Texas,5,red,,,,,,,,,,,,,white,red,red,white,red,white,white,red,red,red
1016,8.2,red,0.59,red,0,red,2.5,red,0.093,red,19,red,58,red,1.0002,red,3.5,red,0.65,red,9.3,red,California,6,red,,,,,,,,,,,,,red,red,red,red,red,red,red,red,red,red
1021,7.3,white,0.58,red,0.3,red,2.4,red,0.074,red,15,red,55,red,0.9968,red,3.46,red,0.59,red,10.2,red,Texas,5,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,red
1022,9.6,red,0.68,red,0.24,red,2.2,red,0.087,red,5,red,28,red,0.9988,red,3.14,white,0.6,red,10.2,red,Texas,5,red,,,,,,,,,,,,,red,red,red,red,red,red,red,red,white,red
1027,8.2,red,0.7,red,0.23,red,2,red,0.099,red,14,red,81,red,0.9973,red,3.19,white,0.7,red,9.4,red,Texas,5,red,,,,,,,,,,,,,red,red,red,red,red,red,red,red,white,red
1028,7.2,white,0.725,red,0.05,red,4.65,white,0.086,red,4,red,11,red,0.9962,red,3.41,red,0.39,white,10.9,red,Texas,5,red,,,,,,,,,,,,,white,red,red,white,red,red,red,red,red,white
1030,7.6,red,0.68,red,0.02,red,1.3,red,0.072,red,9,red,20,red,0.9965,red,3.17,white,1.08,red,9.2,red,Texas,4,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,white,red
1031,9.6,red,0.54,red,0.42,white,2.4,red,0.081,red,25,red,52,red,0.997,red,3.2,white,0.71,red,11.4,red,California,6,red,,,,,,,,,,,,,red,red,white,red,red,red,red,red,white,red
1051,7.6,red,0.715,red,0,red,2.1,red,0.068,red,30,white,35,red,0.99533,white,3.48,red,0.65,red,11.4,red,California,6,red,,,,,,,,,,,,,white,red,red,red,red,white,red,white,red,red
1052,7.4,white,0.63,red,0.07,red,2.4,red,0.09,red,11,red,37,red,0.9979,red,3.43,red,0.76,red,9.7,red,California,6,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,red
